Owner Name 1/,State,County,Country,Number of Acres,Acquisition Year,Lat,lng,Owner Type,Principal Place of Business,Secondary Interest in China,Secondary Interest in Iran,Secondary Interest in Russia,Secondary Intereset in North Korea
"Lehigh  Hanson ECC, Inc.",Pennsylvania,Northampton,998 - NO FOREIGN INVESTOR LISTED,21.0,2017.0,40.7542,-75.3076,Corporation,840.0,,,,
"Lehigh  Hanson ECC, Inc.",Pennsylvania,Northampton,998 - NO FOREIGN INVESTOR LISTED,59.0,2017.0,40.7542,-75.3076,Corporation,840.0,,,,
"Lehigh  Hanson ECC, Inc.",Pennsylvania,Northampton,998 - NO FOREIGN INVESTOR LISTED,66.0,2017.0,40.7542,-75.3076,Corporation,840.0,,,,
"Lehigh  Hanson ECC, Inc.",Pennsylvania,Northampton,998 - NO FOREIGN INVESTOR LISTED,30.0,2017.0,40.7542,-75.3076,Corporation,840.0,,,,
"TKO POWER, INC.",California,Shasta,999 - NO PREDOMINANT COUNTRY CODE,70.0,2000.0,40.7637,-122.0405,Corporation,840.0,,,,
"TKO POWER, INC.",California,Shasta,999 - NO PREDOMINANT COUNTRY CODE,60.0,2000.0,40.7637,-122.0405,Corporation,840.0,,,,
"TKO POWER, INC.",California,Shasta,999 - NO PREDOMINANT COUNTRY CODE,34.0,2000.0,40.7637,-122.0405,Corporation,840.0,,,,
"TKO POWER, INC.",California,Shasta,999 - NO PREDOMINANT COUNTRY CODE,20.0,2000.0,40.7637,-122.0405,Corporation,840.0,,,,
"GREYROCK, LLC",Pennsylvania,Lawrence,998 - NO FOREIGN INVESTOR LISTED,49.0,2016.0,40.9912,-80.3347,Other,840.0,,,,
"Lehigh  Hanson ECC, Inc.",Pennsylvania,Lawrence,998 - NO FOREIGN INVESTOR LISTED,460.0,2017.0,40.9912,-80.3347,Corporation,840.0,,,,
"Lehigh  Hanson ECC, Inc.",Pennsylvania,Lawrence,998 - NO FOREIGN INVESTOR LISTED,76.0,2017.0,40.9912,-80.3347,Corporation,840.0,,,,
"Lehigh  Hanson ECC, Inc.",Pennsylvania,Lawrence,998 - NO FOREIGN INVESTOR LISTED,62.0,2017.0,40.9912,-80.3347,Corporation,840.0,,,,
"Lehigh  Hanson ECC, Inc.",Pennsylvania,Lawrence,998 - NO FOREIGN INVESTOR LISTED,64.0,2017.0,40.9912,-80.3347,Corporation,840.0,,,,
"Lehigh  Hanson ECC, Inc.",Pennsylvania,Lawrence,998 - NO FOREIGN INVESTOR LISTED,62.0,2017.0,40.9912,-80.3347,Corporation,840.0,,,,
"LYME EMPORIUM HIGHLANDS I, LLC",Pennsylvania,Jefferson,999 - NO PREDOMINANT COUNTRY CODE,131.0,2017.0,41.1282,-78.9994,Other,840.0,,,,
"Kelly Creek Wind, LLC",Illinois,Kankakee,998 - NO FOREIGN INVESTOR LISTED,3697.0,2016.0,41.1377,-87.8618,Other,840.0,,,,
"LYME EMPORIUM HIGHLANDS I, LLC",Pennsylvania,Clinton,999 - NO PREDOMINANT COUNTRY CODE,363.0,2017.0,41.234,-77.6385,Other,840.0,,,,
"TONTOGANY PLAINS SOLAR PROJECT, LLC",Ohio,Wood,999 - NO PREDOMINANT COUNTRY CODE,303.0,2022.0,41.3617,-83.623,Other,840.0,,,,
"TONTOGANY PLAINS SOLAR PROJECT, LLC",Ohio,Wood,999 - NO PREDOMINANT COUNTRY CODE,92.0,2022.0,41.3617,-83.623,Other,840.0,,,,
"TONTOGANY PLAINS SOLAR PROJECT, LLC",Ohio,Wood,999 - NO PREDOMINANT COUNTRY CODE,85.0,2022.0,41.3617,-83.623,Other,840.0,,,,
"TONTOGANY PLAINS SOLAR PROJECT, LLC",Ohio,Wood,999 - NO PREDOMINANT COUNTRY CODE,41.0,2022.0,41.3617,-83.623,Other,840.0,,,,
"TONTOGANY PLAINS SOLAR PROJECT, LLC",Ohio,Wood,999 - NO PREDOMINANT COUNTRY CODE,36.0,2022.0,41.3617,-83.623,Other,840.0,,,,
"LYME VENANGO HIGHLANDS, LLC",Pennsylvania,Venango,999 - NO PREDOMINANT COUNTRY CODE,4133.0,2017.0,41.401,-79.758,Other,840.0,,,,
"LYME EMPORIUM HIGHLANDS II, LLC",Pennsylvania,Elk,999 - NO PREDOMINANT COUNTRY CODE,180.0,2017.0,41.4251,-78.6491,Other,840.0,,,,
"LYME EMPORIUM HIGHLANDS II, LLC",Pennsylvania,Cameron,999 - NO PREDOMINANT COUNTRY CODE,13302.0,2017.0,41.4367,-78.204,Other,840.0,,,,
"LYME EMPORIUM HIGHLANDS I, LLC",Pennsylvania,Cameron,999 - NO PREDOMINANT COUNTRY CODE,433.0,2017.0,41.4367,-78.204,Other,840.0,,,,
"LYME ALLEGHENY LAND COMPANY, LLC",Pennsylvania,Cameron,999 - NO PREDOMINANT COUNTRY CODE,68.0,2017.0,41.4367,-78.204,Other,840.0,,,,
Monsanto Company,Iowa,Muscatine,998 - NO FOREIGN INVESTOR LISTED,316.95,2018.0,41.4839,-91.1127,Corporation,840.0,,,,
"ROCK RIVER I, L.L.C.",Wyoming,Albany,999 - NO PREDOMINANT COUNTRY CODE,2120.0,2001.0,41.6546,-105.7238,Corporation,840.0,,,,
"ROCK RIVER I, L.L.C.",Wyoming,Albany,999 - NO PREDOMINANT COUNTRY CODE,2120.0,2001.0,41.6546,-105.7238,Corporation,840.0,,,,
Monsanto Company,Iowa,Iowa,998 - NO FOREIGN INVESTOR LISTED,234.6,2018.0,41.6863,-92.0655,Corporation,840.0,,,,
Monsanto Company,Iowa,Poweshiek,998 - NO FOREIGN INVESTOR LISTED,144.0,2018.0,41.6864,-92.5315,Corporation,840.0,,,,
"NORTHERN IOWA WINDPOWER, L.L.C.",Wyoming,Carbon,999 - NO PREDOMINANT COUNTRY CODE,2780.0,2001.0,41.6944,-106.9306,Corporation,840.0,,,,
"LYME EMPORIUM HIGHLANDS II, LLC",Pennsylvania,Potter,999 - NO PREDOMINANT COUNTRY CODE,8412.0,2017.0,41.7449,-77.8958,Other,840.0,,,,
"LYME EMPORIUM HIGHLANDS I, LLC",Pennsylvania,Potter,999 - NO PREDOMINANT COUNTRY CODE,2140.0,2017.0,41.7449,-77.8958,Other,840.0,,,,
"LYME ALLEGHENY LAND COMPANY, LLC",Pennsylvania,Potter,999 - NO PREDOMINANT COUNTRY CODE,679.0,2017.0,41.7449,-77.8958,Other,840.0,,,,
"LYME EMPORIUM HIGHLANDS I, LLC",Pennsylvania,McKean,999 - NO PREDOMINANT COUNTRY CODE,15620.0,2017.0,41.8076,-78.569,Other,840.0,,,,
"LYME ALLEGHENY LAND COMPANY, LLC",Pennsylvania,McKean,999 - NO PREDOMINANT COUNTRY CODE,1152.0,2017.0,41.8076,-78.569,Other,840.0,,,,
"LYME EMPORIUM HIGHLANDS II, LLC",Pennsylvania,McKean,999 - NO PREDOMINANT COUNTRY CODE,500.0,2017.0,41.8076,-78.569,Other,840.0,,,,
"LYME ALLEGHENY LAND COMPANY, LLC",Pennsylvania,Warren,999 - NO PREDOMINANT COUNTRY CODE,1214.0,2017.0,41.8145,-79.2741,Other,840.0,,,,
BRAYLAND ORCHARD,Pennsylvania,Erie,999 - NO PREDOMINANT COUNTRY CODE,402.0,2011.0,41.9925,-80.0327,Partnership,840.0,,,,
"LYME ALLEGHENY LAND COMPANY, LLC",Pennsylvania,Erie,999 - NO PREDOMINANT COUNTRY CODE,219.0,2017.0,41.9925,-80.0327,Other,840.0,,,,
Monsanto Company,Iowa,Story,998 - NO FOREIGN INVESTOR LISTED,165.52,2018.0,42.0362,-93.465,Corporation,840.0,,,,
"Shipbuilder Energy Center, LLC",Michigan,Calhoun,999 - NO PREDOMINANT COUNTRY CODE,105.0,2023.0,42.2465,-85.0056,Other,840.0,0.0,0.0,0.0,0.0
"Bankson Solar Project, LLC",Michigan,Van Buren,999 - NO PREDOMINANT COUNTRY CODE,198.0,2022.0,42.2513,-86.0188,Other,840.0,,,,
"Bankson Solar Project, LLC",Michigan,Van Buren,999 - NO PREDOMINANT COUNTRY CODE,120.0,2022.0,42.2513,-86.0188,Other,840.0,,,,
"CONNOR FOREST INDUSTRIES, INC.",New York,Allegany,999 - NO PREDOMINANT COUNTRY CODE,391.0,1982.0,42.2574,-78.0276,Corporation,840.0,,,,
Monsanto Company,Iowa,Grundy,998 - NO FOREIGN INVESTOR LISTED,16.7,2018.0,42.4019,-92.7914,Corporation,840.0,,,,
Monsanto Company,Iowa,Buchanan,998 - NO FOREIGN INVESTOR LISTED,177.9,2018.0,42.4708,-91.8379,Corporation,840.0,,,,
"GLACIERS EDGE WIND PROJECT, LLC",Iowa,Cherokee,998 - NO FOREIGN INVESTOR LISTED,20404.0,2019.0,42.7356,-95.6238,Other,840.0,,,,
"Yellow Feather Energy Center, LLC",New York,Montgomery,999 - NO PREDOMINANT COUNTRY CODE,260.0,2022.0,42.9023,-74.4397,Other,840.0,,,,
"Crane Brook Solar Project, LLC",New York,Cayuga,999 - NO PREDOMINANT COUNTRY CODE,75.0,2022.0,42.9175,-76.5545,Other,840.0,,,,
"Sweet Valley Energy Center, LLC",New York,Genesee,999 - NO PREDOMINANT COUNTRY CODE,198.0,2022.0,43.0009,-78.1937,Other,840.0,,,,
"Sweet Valley Energy Center, LLC",New York,Genesee,999 - NO PREDOMINANT COUNTRY CODE,145.0,2022.0,43.0009,-78.1937,Other,840.0,,,,
"Sweet Valley Energy Center, LLC",New York,Genesee,999 - NO PREDOMINANT COUNTRY CODE,70.0,2022.0,43.0009,-78.1937,Other,840.0,,,,
"Sweet Valley Energy Center, LLC",New York,Genesee,999 - NO PREDOMINANT COUNTRY CODE,67.0,2022.0,43.0009,-78.1937,Other,840.0,,,,
"Sweet Valley Energy Center, LLC",New York,Genesee,999 - NO PREDOMINANT COUNTRY CODE,47.0,2022.0,43.0009,-78.1937,Other,840.0,,,,
"NORTHERN IOWA WINDPOWER, L.L.C.",Iowa,Worth,999 - NO PREDOMINANT COUNTRY CODE,367.0,2004.0,43.3774,-93.2608,Corporation,840.0,,,,
S.D. WARREN CO.,New Hampshire,Carroll,999 - NO PREDOMINANT COUNTRY CODE,42.0,1994.0,43.8738,-71.2031,Corporation,840.0,,,,
"STONERAY POWER PARTNERS, LLC",Minnesota,Murray,998 - NO FOREIGN INVESTOR LISTED,2860.0,2019.0,44.0221,-95.7633,Other,840.0,,,,
"RED PINE WIND PROJECT, LLC",Minnesota,Lincoln,998 - NO FOREIGN INVESTOR LISTED,34072.0,2017.0,44.4126,-96.2671,Other,840.0,,,,
"RED PINE WIND PROJECT, LLC",Minnesota,Lyon,998 - NO FOREIGN INVESTOR LISTED,101.0,2017.0,44.4135,-95.839,Other,840.0,,,,
"CONNOR FOREST INDUSTRIES, INC.",New York,Franklin,999 - NO PREDOMINANT COUNTRY CODE,17049.0,1982.0,44.5929,-74.3038,Corporation,840.0,,,,
"SKYLARK, INC.",Maine,Franklin,999 - NO PREDOMINANT COUNTRY CODE,4.0,1994.0,44.974,-70.444,Corporation,840.0,,,,
Goodman Forest LLC,Wisconsin,Marinette,999 - NO PREDOMINANT COUNTRY CODE,17874.0,2010.0,45.3834,-88.0337,Other,840.0,,,,
CF/FIA LLC,Wisconsin,Marinette,999 - NO PREDOMINANT COUNTRY CODE,17874.0,2011.0,45.3834,-88.0337,Other,840.0,,,,
CF/FIA LLC,Wisconsin,Marinette,999 - NO PREDOMINANT COUNTRY CODE,18789.0,2011.0,45.3834,-88.0337,Other,840.0,,,,
Goodman Forest LLC,Wisconsin,Forest,999 - NO PREDOMINANT COUNTRY CODE,244.0,2012.0,45.6673,-88.7704,Other,840.0,,,,
CF/FIA LLC,Wisconsin,Florence,999 - NO PREDOMINANT COUNTRY CODE,37978.0,2011.0,45.8485,-88.3981,Other,840.0,,,,
CF/FIA LLC,Wisconsin,Florence,999 - NO PREDOMINANT COUNTRY CODE,14629.0,2011.0,45.8485,-88.3981,Other,840.0,,,,
CF/FIA LLC,Wisconsin,Florence,999 - NO PREDOMINANT COUNTRY CODE,244.0,2011.0,45.8485,-88.3981,Other,840.0,,,,
Goodman Forest LLC,Wisconsin,Florence,999 - NO PREDOMINANT COUNTRY CODE,14629.0,2012.0,45.8485,-88.3981,Other,840.0,,,,
Goodman Forest LLC,Wisconsin,Florence,999 - NO PREDOMINANT COUNTRY CODE,14629.0,2012.0,45.8485,-88.3981,Other,840.0,,,,
"CONNOR FOREST INDUSTRIES, INC.",Michigan,Iron,999 - NO PREDOMINANT COUNTRY CODE,3906.0,1982.0,46.2087,-88.5305,Corporation,840.0,,,,
"CONNOR FOREST INDUSTRIES, INC.",Michigan,Gogebic,999 - NO PREDOMINANT COUNTRY CODE,32430.0,1982.0,46.4087,-89.6943,Corporation,840.0,,,,
"CONNOR FOREST INDUSTRIES, INC.",Michigan,Marquette,999 - NO PREDOMINANT COUNTRY CODE,11934.0,1982.0,46.4313,-87.6416,Corporation,840.0,,,,
"CONNOR FOREST INDUSTRIES, INC.",Michigan,Luce,999 - NO PREDOMINANT COUNTRY CODE,8312.0,1982.0,46.4706,-85.5444,Corporation,840.0,,,,
"Boistfort Wind Farm, LLC",Washington,Lewis,998 - NO FOREIGN INVESTOR LISTED,15624.0,2022.0,46.5778,-122.3927,Other,840.0,,,,
"CONNOR FOREST INDUSTRIES, INC.",Michigan,Baraga,999 - NO PREDOMINANT COUNTRY CODE,59117.0,1982.0,46.6626,-88.3652,Corporation,840.0,,,,
"CONNOR FOREST INDUSTRIES, INC.",Michigan,Ontonagon,999 - NO PREDOMINANT COUNTRY CODE,24130.0,1982.0,46.6644,-89.3148,Corporation,840.0,,,,
"CONNOR FOREST INDUSTRIES, INC.",Michigan,Houghton,999 - NO PREDOMINANT COUNTRY CODE,2130.0,1982.0,46.8976,-88.6875,Corporation,840.0,,,,
SIDHU & SONS NURSERY USA Inc,Washington,Grays Harbor,999 - NO PREDOMINANT COUNTRY CODE,400.53,2013.0,47.1503,-123.7735,Corporation,840.0,,,,
Targa Badlands LLC,North Dakota,Dunn,998 - NO FOREIGN INVESTOR LISTED,24.0,2019.0,47.3568,-102.6182,Other,840.0,,,,
"Copenhagen Wind Farm, LLC",New York,Lewis,998 - NO FOREIGN INVESTOR LISTED,8585.0,2018.0,43.7851,-75.4486,Other,840.0,,,,
"Copenhagen Wind Farm, LLC",New York,Jefferson,998 - NO FOREIGN INVESTOR LISTED,2700.0,2018.0,44.0496,-75.9203,Other,840.0,,,,
"STONERAY POWER PARTNERS, LLC",Minnesota,Pipestone,998 - NO FOREIGN INVESTOR LISTED,17866.0,2019.0,44.023,-96.2587,Other,840.0,,,0.0,
"Sharest, Ltd.",Texas,Hidalgo,999 - NO PREDOMINANT COUNTRY CODE,499.0,2009.0,26.3969,-98.1812,Partnership,840.0,,,,
"Lyme New York Headwaters, LLC",New York,Cattaraugus,999 - NO PREDOMINANT COUNTRY CODE,3175.0,2018.0,42.2486,-78.6788,Other,840.0,,,,
"Lehigh  Hanson ECC, Inc.",New York,Jefferson,998 - NO FOREIGN INVESTOR LISTED,512.0,2017.0,44.0496,-75.9203,Corporation,840.0,,,,
"HEARTLAND LYSINE, INC.",Iowa,Monroe,999 - NO PREDOMINANT COUNTRY CODE,176.8,1984.0,41.0298,-92.869,Corporation,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,1535.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Solomon Forks Wind Project, LLC",Kansas,Thomas,998 - NO FOREIGN INVESTOR LISTED,480.0,2017.0,39.3509,-101.0555,Other,840.0,,,,
"Solomon Forks Wind Project, LLC",Kansas,Thomas,998 - NO FOREIGN INVESTOR LISTED,240.0,2017.0,39.3509,-101.0555,Other,840.0,,,,
"Solomon Forks Wind Project, LLC",Kansas,Thomas,998 - NO FOREIGN INVESTOR LISTED,240.0,2016.0,39.3509,-101.0555,Other,840.0,,,,
"Cadman Materials, Inc.",Washington,Snohomish,999 - NO PREDOMINANT COUNTRY CODE,165.0,2017.0,48.0474,-121.6972,Corporation,840.0,,,,
"Solomon Forks Wind Project, LLC",Kansas,Thomas,998 - NO FOREIGN INVESTOR LISTED,320.0,2017.0,39.3509,-101.0555,Other,840.0,,,,
"ARKANSAS BAYOU FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,167.0,2013.0,33.267,-91.2937,Other,840.0,,,,
LEHIGH CEMENT CO LLC,Maryland,Carroll,999 - NO PREDOMINANT COUNTRY CODE,154.0,1977.0,39.5629,-77.0225,Corporation,840.0,,,,
"LYME ALLEGHENY LAND COMPANY, LLC",New York,Cattaraugus,999 - NO PREDOMINANT COUNTRY CODE,101.0,2017.0,42.2486,-78.6788,Other,840.0,,,,
"Cadman Materials, Inc.",Washington,Snohomish,999 - NO PREDOMINANT COUNTRY CODE,13.0,2017.0,48.0474,-121.6972,Corporation,840.0,,,,
"Solomon Forks Wind Project, LLC",Kansas,Thomas,998 - NO FOREIGN INVESTOR LISTED,160.0,2017.0,39.3509,-101.0555,Other,840.0,,,,
"Lehigh  Hanson ECC, Inc.",Pennsylvania,Lehigh,998 - NO FOREIGN INVESTOR LISTED,63.0,2017.0,40.6127,-75.5923,Corporation,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,280.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,513.0,2018.0,33.6165,-99.2135,Other,840.0,,,,
"Solomon Forks Wind Project, LLC",Kansas,Thomas,998 - NO FOREIGN INVESTOR LISTED,160.0,2017.0,39.3509,-101.0555,Other,840.0,,,,
T L.L.C.,Colorado,Grand,998 - NO FOREIGN INVESTOR LISTED,96.78,2004.0,40.1026,-106.1183,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,335.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Solomon Forks Wind Project, LLC",Kansas,Thomas,998 - NO FOREIGN INVESTOR LISTED,80.0,2017.0,39.3509,-101.0555,Other,840.0,,,,
Targa Badlands LLC,North Dakota,McKenzie,998 - NO FOREIGN INVESTOR LISTED,53.54,2019.0,47.7402,-103.3953,Other,840.0,,,,
Targa Badlands LLC,North Dakota,McKenzie,998 - NO FOREIGN INVESTOR LISTED,16.22,2019.0,47.7402,-103.3953,Other,840.0,,,,
DOVEX FRUIT CO.,Washington,Chelan,999 - NO PREDOMINANT COUNTRY CODE,4.0,2004.0,47.8692,-120.619,Corporation,840.0,,,,
"Cadman Materials, Inc.",Washington,Snohomish,999 - NO PREDOMINANT COUNTRY CODE,6.0,2017.0,48.0474,-121.6972,Corporation,840.0,,,,
Targa Badlands LLC,North Dakota,Mountrial,998 - NO FOREIGN INVESTOR LISTED,10.77,2019.0,48.2013,-102.3557,Other,840.0,,,,
"LONG PRAIRIE FARMS, LLC",Arkansas,Lonoke,998 - NO FOREIGN INVESTOR LISTED,1.32,2017.0,34.7543,-91.8888,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,183.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Lehigh  Hanson ECC, Inc.",New York,Jefferson,998 - NO FOREIGN INVESTOR LISTED,50.0,2017.0,44.0496,-75.9203,Corporation,840.0,,,,
